"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","n"
"965","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Admitted","19 and Under","Targeted OOS",1
"966","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Admitted","20-26","Maine",3
"967","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Applied","20-26","Maine",2
"968","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Confirmed","20-26","Maine",1
"969","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Confirmed","Unknown","Maine",1
"970","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Enrolled","20-26","Maine",1
"971","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Enrolled","27 and Up","Maine",4
"972","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","19 and Under","Maine",31
"973","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","19 and Under","Other NE",5
"974","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","19 and Under","Remaining USA",42
"975","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","19 and Under","Targeted OOS",12
"976","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","20-26","Maine",45
"977","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","20-26","Other NE",1
"978","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","20-26","Remaining USA",46
"979","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","20-26","Targeted OOS",17
"980","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","27 and Up","Maine",82
"981","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","27 and Up","Other NE",1
"982","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","27 and Up","Remaining USA",26
"983","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","27 and Up","Targeted OOS",12
"984","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","Unknown","Maine",61
"985","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","Unknown","Other NE",2
"986","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","Unknown","Remaining USA",150
"987","Not Stealth","Undergraduate","Transfer","Fall 2020","Inquiry","Inquiry","Unknown","Targeted OOS",12
"988","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Admitted","19 and Under","Maine",2
"989","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","19 and Under","Maine",27
"990","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","19 and Under","Targeted OOS",2
"991","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","20-26","Maine",11
"992","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","20-26","Remaining USA",4
"993","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","20-26","Targeted OOS",3
"994","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","27 and Up","Maine",21
"995","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","27 and Up","Remaining USA",6
"996","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Applied","27 and Up","Targeted OOS",1
"997","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Confirmed","19 and Under","Maine",5
"998","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Confirmed","20-26","Maine",1
"999","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Confirmed","20-26","Remaining USA",1
"1000","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Confirmed","27 and Up","Maine",5
"1001","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Confirmed","27 and Up","Remaining USA",2
"1002","Not Stealth","Undergraduate","Transfer","Fall 2021","Applicant","Enrolled","19 and Under","Maine",2
"1003","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Admitted","19 and Under","Maine",1
"1004","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Admitted","27 and Up","Maine",1
"1005","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Applied","19 and Under","Maine",1
"1006","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Applied","20-26","Maine",2
"1007","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Applied","27 and Up","Maine",2
"1008","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Enrolled","19 and Under","Maine",2
"1009","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Enrolled","27 and Up","Maine",1
"1010","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","19 and Under","Maine",22
"1011","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","19 and Under","Other NE",2
"1012","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","19 and Under","Remaining USA",14
"1013","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","19 and Under","Targeted OOS",2
"1014","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","20-26","Maine",12
"1015","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","20-26","Remaining USA",13
"1016","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","20-26","Targeted OOS",5
"1017","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","27 and Up","Maine",24
"1018","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","27 and Up","Remaining USA",14
"1019","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","Unknown","Maine",20
"1020","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","Unknown","Other NE",1
"1021","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","Unknown","Remaining USA",68
"1022","Not Stealth","Undergraduate","Transfer","Fall 2021","Inquiry","Inquiry","Unknown","Targeted OOS",3
"1023","Not Stealth","Undergraduate","Transfer","Fall 2022","Applicant","Applied","19 and Under","Maine",1
"1024","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Admitted","19 and Under","Maine",1
"1025","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Admitted","19 and Under","Targeted OOS",1
"1026","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","19 and Under","Maine",2
"1027","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","19 and Under","Remaining USA",5
"1028","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","19 and Under","Targeted OOS",2
"1029","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","20-26","Maine",5
"1030","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","27 and Up","Maine",2
"1031","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","27 and Up","Remaining USA",3
"1032","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","Unknown","Remaining USA",11
"1033","Not Stealth","Undergraduate","Transfer","Fall 2022","Inquiry","Inquiry","Unknown","Targeted OOS",2
"1034","Not Stealth","Undergraduate","Transfer","Fall 2023","Inquiry","Inquiry","19 and Under","Remaining USA",2
"1035","Not Stealth","Undergraduate","Transfer","Fall 2023","Inquiry","Inquiry","Unknown","Remaining USA",1
"1036","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","19 and Under","Maine",17
"1037","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","19 and Under","Remaining USA",2
"1038","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","19 and Under","Targeted OOS",1
"1039","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","20-26","Maine",9
"1040","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","20-26","Other NE",2
"1041","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","20-26","Remaining USA",1
"1042","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","27 and Up","Maine",5
"1043","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","27 and Up","Other NE",1
"1044","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Admitted","27 and Up","Targeted OOS",1
"1045","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","19 and Under","Maine",13
"1046","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","19 and Under","Remaining USA",3
"1047","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","19 and Under","Targeted OOS",1
"1048","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","20-26","Maine",10
"1049","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","20-26","Remaining USA",1
"1050","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","20-26","Targeted OOS",3
"1051","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","27 and Up","Maine",16
"1052","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Applied","27 and Up","Targeted OOS",1
"1053","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Confirmed","19 and Under","Maine",3
"1054","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Confirmed","19 and Under","Remaining USA",1
"1055","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Confirmed","20-26","Maine",7
"1056","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Confirmed","20-26","Remaining USA",2
"1057","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Confirmed","27 and Up","Maine",7
"1058","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Enrolled","19 and Under","Maine",51
"1059","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Enrolled","19 and Under","Targeted OOS",2
"1060","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Enrolled","20-26","Maine",37
"1061","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Enrolled","20-26","Other NE",2
"1062","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Enrolled","20-26","Remaining USA",4
"1063","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Enrolled","27 and Up","Maine",44
"1064","Not Stealth","Undergraduate","Transfer","Spring 2018","Applicant","Enrolled","27 and Up","Remaining USA",1
"1065","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Admitted","19 and Under","Maine",2
"1066","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Admitted","27 and Up","Maine",2
"1067","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Applied","27 and Up","Maine",1
"1068","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Enrolled","19 and Under","Maine",1
"1069","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Enrolled","27 and Up","Maine",2
"1070","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","19 and Under","Maine",7
"1071","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","19 and Under","Remaining USA",1
"1072","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","19 and Under","Targeted OOS",3
"1073","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","20-26","Maine",23
"1074","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","20-26","Other NE",1
"1075","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","20-26","Remaining USA",3
"1076","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","20-26","Targeted OOS",4
"1077","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","27 and Up","Maine",52
"1078","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","27 and Up","Remaining USA",8
"1079","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","27 and Up","Targeted OOS",2
"1080","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","Unknown","Maine",36
"1081","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","Unknown","Other NE",1
"1082","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","Unknown","Remaining USA",38
"1083","Not Stealth","Undergraduate","Transfer","Spring 2018","Inquiry","Inquiry","Unknown","Targeted OOS",8
"1084","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Admitted","19 and Under","Maine",10
"1085","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Admitted","19 and Under","Other NE",1
"1086","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Admitted","19 and Under","Targeted OOS",3
"1087","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Admitted","20-26","Maine",6
"1088","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Admitted","27 and Up","Maine",5
"1089","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","19 and Under","Maine",22
"1090","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","19 and Under","Other NE",3
"1091","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","19 and Under","Remaining USA",1
"1092","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","19 and Under","Targeted OOS",1
"1093","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","20-26","Maine",11
"1094","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","20-26","Remaining USA",1
"1095","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","20-26","Targeted OOS",2
"1096","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","27 and Up","Maine",15
"1097","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Applied","27 and Up","Remaining USA",1
"1098","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Confirmed","19 and Under","Maine",8
"1099","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Confirmed","20-26","Maine",7
"1100","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Confirmed","20-26","Targeted OOS",1
"1101","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Confirmed","27 and Up","Maine",15
"1102","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Enrolled","19 and Under","Maine",45
"1103","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Enrolled","19 and Under","Remaining USA",1
"1104","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Enrolled","19 and Under","Targeted OOS",2
"1105","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Enrolled","20-26","Maine",43
"1106","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Enrolled","20-26","Targeted OOS",1
"1107","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Enrolled","27 and Up","Maine",37
"1108","Not Stealth","Undergraduate","Transfer","Spring 2019","Applicant","Enrolled","27 and Up","Remaining USA",2
"1109","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Applied","19 and Under","Maine",1
"1110","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Applied","27 and Up","Maine",1
"1111","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Confirmed","27 and Up","Maine",2
"1112","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Enrolled","20-26","Maine",1
"1113","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Enrolled","27 and Up","Maine",2
"1114","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","19 and Under","Maine",5
"1115","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","19 and Under","Remaining USA",2
"1116","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","20-26","Maine",20
"1117","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","20-26","Other NE",1
"1118","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","20-26","Remaining USA",10
"1119","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","20-26","Targeted OOS",5
"1120","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","27 and Up","Maine",46
"1121","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","27 and Up","Remaining USA",7
"1122","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","27 and Up","Targeted OOS",4
"1123","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","Unknown","Maine",45
"1124","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","Unknown","Other NE",2
"1125","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA",46
"1126","Not Stealth","Undergraduate","Transfer","Spring 2019","Inquiry","Inquiry","Unknown","Targeted OOS",6
"1127","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Admitted","19 and Under","Maine",12
"1128","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Admitted","19 and Under","Other NE",1
"1129","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Admitted","19 and Under","Remaining USA",1
"1130","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Admitted","20-26","Maine",6
"1131","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Admitted","20-26","Remaining USA",3
"1132","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Admitted","27 and Up","Maine",8
"1133","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Applied","19 and Under","Maine",26
"1134","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Applied","20-26","Maine",10
"1135","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Applied","20-26","Remaining USA",2
"1136","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Applied","20-26","Targeted OOS",2
"1137","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Applied","27 and Up","Maine",21
"1138","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Applied","27 and Up","Remaining USA",1
"1139","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Applied","27 and Up","Targeted OOS",2
"1140","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Confirmed","19 and Under","Maine",6
"1141","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Confirmed","20-26","Maine",3
"1142","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Confirmed","27 and Up","Maine",7
"1143","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Enrolled","19 and Under","Maine",53
"1144","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Enrolled","19 and Under","Remaining USA",1
"1145","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Enrolled","20-26","Maine",18
"1146","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Enrolled","20-26","Targeted OOS",1
"1147","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Enrolled","27 and Up","Maine",30
"1148","Not Stealth","Undergraduate","Transfer","Spring 2020","Applicant","Enrolled","27 and Up","Targeted OOS",1
"1149","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Admitted","19 and Under","Maine",3
"1150","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Applied","20-26","Maine",1
"1151","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Enrolled","20-26","Maine",1
"1152","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Enrolled","27 and Up","Maine",1
"1153","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","19 and Under","Maine",7
"1154","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","19 and Under","Remaining USA",4
"1155","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","19 and Under","Targeted OOS",1
"1156","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","20-26","Maine",24
"1157","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","20-26","Other NE",1
"1158","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","20-26","Remaining USA",10
"1159","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","20-26","Targeted OOS",2
"1160","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","27 and Up","Maine",44
"1161","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","27 and Up","Other NE",2
"1162","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","27 and Up","Remaining USA",11
"1163","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","Unknown","Maine",33
"1164","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","Unknown","Remaining USA",41
"1165","Not Stealth","Undergraduate","Transfer","Spring 2020","Inquiry","Inquiry","Unknown","Targeted OOS",4
"1166","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Admitted","19 and Under","Maine",3
"1167","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Admitted","20-26","Maine",1
"1168","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","19 and Under","Maine",18
"1169","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","19 and Under","Other NE",1
"1170","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","19 and Under","Remaining USA",2
"1171","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","19 and Under","Targeted OOS",2
"1172","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","20-26","Maine",7
"1173","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","20-26","Remaining USA",2
"1174","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","20-26","Targeted OOS",1
"1175","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Applied","27 and Up","Maine",9
"1176","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Confirmed","19 and Under","Maine",23
"1177","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Confirmed","19 and Under","Remaining USA",1
"1178","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Confirmed","19 and Under","Targeted OOS",1
"1179","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Confirmed","20-26","Maine",10
"1180","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Confirmed","20-26","Targeted OOS",1
"1181","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Confirmed","27 and Up","Maine",14
"1182","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Confirmed","27 and Up","Remaining USA",1
"1183","Not Stealth","Undergraduate","Transfer","Spring 2021","Applicant","Enrolled","27 and Up","Maine",1
"1184","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Admitted","20-26","Maine",1
"1185","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Applied","27 and Up","Maine",2
"1186","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Enrolled","20-26","Maine",1
"1187","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","19 and Under","Remaining USA",2
"1188","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","20-26","Maine",6
"1189","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","20-26","Remaining USA",1
"1190","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","20-26","Targeted OOS",1
"1191","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","27 and Up","Maine",20
"1192","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","27 and Up","Remaining USA",4
"1193","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","27 and Up","Targeted OOS",6
"1194","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","Unknown","Maine",9
"1195","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","Unknown","Remaining USA",38
"1196","Not Stealth","Undergraduate","Transfer","Spring 2021","Inquiry","Inquiry","Unknown","Targeted OOS",2
"1197","Not Stealth","Undergraduate","Transfer","Spring 2022","Inquiry","Inquiry","19 and Under","Remaining USA",1
"1198","Not Stealth","Undergraduate","Transfer","Spring 2022","Inquiry","Inquiry","20-26","Maine",1
"1199","Not Stealth","Undergraduate","Transfer","Spring 2022","Inquiry","Inquiry","Unknown","Maine",2
"1200","Not Stealth","Undergraduate","Transfer","Spring 2022","Inquiry","Inquiry","Unknown","Remaining USA",2
"1201","Not Stealth","Undergraduate","Transfer","Spring 2023","Applicant","Applied","19 and Under","Maine",1
"1202","Not Stealth","Undergraduate","Transfer","Spring 2023","Inquiry","Inquiry","Unknown","Remaining USA",1
"1203","Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","20-26","Maine",11
"1204","Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","20-26","Remaining USA",17
"1205","Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","20-26","Targeted OOS",1
"1206","Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","27 and Up","Maine",11
"1207","Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","27 and Up","Remaining USA",13
"1208","Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","27 and Up","Targeted OOS",4
"1209","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","19 and Under","Maine",1
"1210","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","20-26","Maine",30
"1211","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","20-26","Other NE",1
"1212","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","20-26","Remaining USA",15
"1213","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","20-26","Targeted OOS",10
"1214","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","27 and Up","Maine",48
"1215","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","27 and Up","Remaining USA",19
"1216","Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","27 and Up","Targeted OOS",8
"1217","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-26","Maine",15
"1218","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-26","Other NE",2
"1219","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-26","Remaining USA",3
"1220","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-26","Targeted OOS",3
"1221","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","27 and Up","Maine",37
"1222","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","27 and Up","Other NE",1
"1223","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","27 and Up","Remaining USA",10
"1224","Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","27 and Up","Targeted OOS",3
"1225","Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-26","Maine",54
